,date,team1,team2,1starter_1,1starter_2,1starter_3,1starter_4,1starter_5,1starter_6,1starter_7,1starter_8,1starter_9,1starter_10,1starter_11,1sub_1,1sub_2,1sub_3,1sub_4,1sub_5,1sub_6,1sub_7,2starter_1,2starter_2,2starter_3,2starter_4,2starter_5,2starter_6,2starter_7,2starter_8,2starter_9,2starter_10,2starter_11,2sub_1,2sub_2,2sub_3,2sub_4,2sub_5,2sub_6,2sub_7,referee,assistant_1,assistant_2,fourth
75,30.03.2019,Fulham,Manchester City,Sergio Rico González,Joe  Bryan,Calum Chambers,Cyrus Christie,Timothy Evans Fosu-Mensah,Maxime Le Marchand,André-Frank Zambo Anguissa,Tom Cairney,Kouassi Ryan Sessegnon,Ryan Guno Babel,Floyd Ayité,Fabricio Martín Agosto Ramírez,Denis Odoi,Zeze  Steven Sessegnon,Kevin McDonald,André Schürrle,Neeskens Kebano,Luciano Vietto,Ederson Santana de Moraes,Aymeric  Laporte,Nicolás Hernán Otamendi,Kyle Walker,Oleksandr Zinchenko,İlkay Gündoğan,David Josué Jiménez Silva,Kevin De Bruyne,Bernardo Mota Veiga de Carvalho e Silva,Raheem Shaquille Sterling,Sergio Leonel Agüero del Castillo,Arijanet Murić,John Stones,Danilo Luiz da Silva,Fernando Luiz Rosa,Riyad Mahrez,Gabriel Fernando de Jesus,Leroy Sané,Kevin Friend,Matthew Wilkes,Darren Cann,Roger East
76,17.03.2019,Everton,Chelsea,Jordan Pickford,Séamus Coleman,Lucas Digne,Michael Keane,Yerry Fernando Mina González,André Filipe Tavares Gomes,Gylfi Þór Sigurðsson,Idrissa Gana Gueye,Bernard  Anício Caldeira Duarte,Richarlison de Andrade,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Tom Davies,Morgan Schneiderlin,Theo  Walcott,Ademola Lookman,Cenk Tosun,Kepa Arrizabalaga Revuelta,Marcos  Alonso Mendoza,César Azpilicueta Tanco,David Luiz Moreira Marinho,Antonio Rüdiger,Ross Barkley,Jorge Luiz Frello Filho,N'Golo Kanté,Gonzalo Gerardo Higuaín,Eden Hazard,Pedro Eliezer Rodríguez Ledesma,Wilfredo Daniel Caballero,Andreas Christensen,Mateo Kovačić,Ruben Loftus-Cheek,Olivier Giroud,Willian Borges da Silva,Callum Hudson-Odoi,Anthony Taylor,Gary Beswick,Adam Nunn,Martin Atkinson
77,17.03.2019,Fulham,Liverpool,Sergio Rico González,Joe  Bryan,Tim Ream,Calum Chambers,Timothy Evans Fosu-Mensah,Jean Michaël Seri,André-Frank Zambo Anguissa,Tom Cairney,Floyd Ayité,Ryan Guno Babel,Aleksandar Mitrović,Fabricio Martín Agosto Ramírez,Cyrus Christie,Denis Odoi,Neeskens Kebano,Kevin McDonald,Kouassi Ryan Sessegnon,Luciano Vietto,Alisson Ramsés Becker,Trent Alexander-Arnold,Andrew Robertson,Joël Andre Job Matip,Virgil van Dijk,Adam David Lallana,Fábio Henrique Tavares,Georginio Wijnaldum,Mohamed  Salah Ghaly,Sadio Mané,Roberto Firmino Barbosa de Oliveira,Simon Mignolet,Alberto Moreno Pérez,Dejan Lovren,James Philip Milner,Divock Okoth Origi,Xherdan Shaqiri,Daniel Andre Sturridge,Craig Pawson,Lee Betts,Richard West,Paul Tierney
78,16.03.2019,AFC Bournemouth,Newcastle United,Artur Boruc,Nathan Aké,Nathaniel Edwin Clyne,Charlie Daniels,Chris Mepham,Jefferson Andrés Lerma Solís,Ryan Fraser,David Brooks,Jordon  Ibe,Callum Wilson,Joshua King,Asmir Begović,Jack Simpson,Diego Rico Salguero,Kyle Taylor,Dominic Solanke,Lys Mousset,Sam Surridge,Martin Dúbravka,Florian Lejeune,Paul Dummett,Federico Fernández,DeAndre Yedlin,Matt Ritchie,Mohamed Diamé,Miguel Ángel Almirón Rejala,Isaac Hayden,Ayoze Pérez Gutiérrez,José Salomón Rondón Giménez,Karl Darlow,Javier Manquillo Gaitán,Ciaran Clark,Christian  Atsu Twasam,Robert Kenedy Nunes do Nascimento,Jonjo Shelvey,Yoshinori Muto,Mike Dean,Ian Hussin,Adrian Holmes,Lee Probert
79,16.03.2019,Burnley,Leicester City,Tom Heaton,Charlie Taylor,James  Tarkowski,Ben Mee,Phil Bardsley,Johann  Berg Guðmunds­son,Ashley Westwood,Jack Cork,Dwight McNeil,Chris Wood,Ashley Barnes,Joe Hart,Ben Gibson,Matthew Lowton,Robbie Brady,Jeff Hendrick,Matěj Vydra,Peter Crouch,Kasper Schmeichel,Ricardo Domingos Barbosa Pereira,Jonny Evans,Harry Maguire,Ben Chilwell,Demarai Gray,Harvey Lewis Barnes,Youri Tielemans,James Maddison,Onyinye Wilfred Ndidi,Jamie Vardy,Danny Ward,Christian Fuchs,Wes Morgan,Rachid Ghezzal,Nampalys Mendy,Kelechi Promise Iheanacho,Shinji Okazaki,Michael Oliver,Simon Bennett,Darren Cann,Lee Mason
80,16.03.2019,West Ham United,Huddersfield Town,Łukasz Fabiański,Issa Diop,Pablo Javier Zabaleta Girod,Angelo Obinze Ogbonna,Aaron Cresswell,Manuel Lanzini,Mark Noble,Felipe  Anderson Pereira Gomes,Declan Rice,Michail Antonio,Marko Arnautović,Adrián San Miguel del Castillo,Fabián Cornelio Balbuena González,Arthur Masuaku,Samir Nasri,Robert Snodgrass,Lucas Pérez Martínez,Javier Hernández Balcázar,Jonas Lössl,Terence Kongolo,Erik Durm,Tom Smith,Chris Löwe,Jon Gorenc Stankovič,Aaron Mooy,Juninho Bacuna,Alex  Pritchard,Aaron Rowe,Karlan Ahearne-Grant,Ben Hamer,Florent Hadërgjonaj,Mathias Jattah-Njie Jørgensen,Matty Daly,Philip Billing,Jason Puncheon,Steve Mounié,Jonathan Moss,Edward Smart,Andy Halliday,Paul Tierney
81,10.03.2019,Arsenal,Manchester United,Bernd Leno,Sokratis Papastathopoulos,Laurent Koscielny,Ignacio Monreal Eraso,Sead Kolašinac,Ainsley Maitland-Niles,Aaron Ramsey,Granit Xhaka,Mesut Özil,Alexandre Lacazette,Pierre-Emerick Aubameyang,Petr Čech,Shkodran Mustafi,Mohamed Naser Elsayed Elneny,Mattéo Guendouzi Olié,Denis Suárez Fernández,Alex Iwobi,Edward Nketiah,David de Gea Quintana,Victor Nilsson Lindelöf,Ashley Young,Chris Smalling,Luke Shaw,José Diogo Dalot Teixeira,Nemanja Matić,Frederico Rodrigues Santos,Paul Pogba,Romelu Lukaku Menama,Marcus Rashford,Sergio Germán Romero,Faustino Marcos Alberto Rojo,Eric Bertrand  Bailly,Mason Greenwood,Scott McTominay,Andreas Hoelgebaum Pereira,Anthony Martial,Jonathan Moss,Simon Bennett,Marc Perry,Martin Atkinson
82,10.03.2019,Chelsea,Wolverhampton Wanderers,Kepa Arrizabalaga Revuelta,Antonio Rüdiger,Emerson Palmieri dos Santos,David Luiz Moreira Marinho,César Azpilicueta Tanco,Jorge Luiz Frello Filho,Mateo Kovačić,N'Golo Kanté,Eden Hazard,Pedro Eliezer Rodríguez Ledesma,Gonzalo Gerardo Higuaín,Wilfredo Daniel Caballero,Andreas Christensen,Ross Barkley,Ruben Loftus-Cheek,Olivier Giroud,Willian Borges da Silva,Callum Hudson-Odoi,Rui Pedro dos Santos Patrício,Conor  Coady,Willy Boly,Matt Doherty,Jonathan Castro Otto,Romain Saïss,Rúben Diogo Da Silva Neves,João Filipe Iria Santos Moutinho,Leander Dendoncker,Diogo José Teixeira da Silva,Raúl Alonso Jiménez Rodríguez,John Ruddy,Max Kilman,Rúben Gonçalo Silva Nascimento Vinagre,Morgan Gibbs-White,Adama Traoré Diarra,Hélder Wander Sousa Azevedo Costa,Ivan Ricardo Neves Abreu Cavaleiro,Michael Oliver,Stuart Burt,Darren Cann,Roger East
83,10.03.2019,Liverpool,Burnley,Alisson Ramsés Becker,Trent Alexander-Arnold,Joël Andre Job Matip,Virgil van Dijk,Andrew Robertson,Adam David Lallana,Georginio Wijnaldum,Fábio Henrique Tavares,Roberto Firmino Barbosa de Oliveira,Sadio Mané,Mohamed  Salah Ghaly,Simon Mignolet,Dejan Lovren,Naby Deco Keïta,Jordan Brian Henderson,Daniel Andre Sturridge,Xherdan Shaqiri,Divock Okoth Origi,Tom Heaton,Charlie Taylor,James  Tarkowski,Phil Bardsley,Ben Mee,Ashley Westwood,Jeff Hendrick,Jack Cork,Dwight McNeil,Chris Wood,Ashley Barnes,Joe Hart,Matthew Lowton,Ben Gibson,Johann  Berg Guðmunds­son,Robbie Brady,Peter Crouch,Matěj Vydra,Andre Marriner,Scott Ledger,Richard West,Mike Dean
84,09.03.2019,Manchester City,Watford,Ederson Santana de Moraes,Nicolás Hernán Otamendi,Kyle Walker,Vincent Kompany,Oleksandr Zinchenko,İlkay Gündoğan,David Josué Jiménez Silva,Bernardo Mota Veiga de Carvalho e Silva,Riyad Mahrez,Raheem Shaquille Sterling,Sergio Leonel Agüero del Castillo,Arijanet Murić,Aymeric  Laporte,Danilo Luiz da Silva,Fabian Delph,Philip Foden,Leroy Sané,Gabriel Fernando de Jesus,Ben Foster,Christian Kabasele,Miguel Ángel Britos Cabrera,Adam Masina,Daryl Janmaat,Francisco Femenía Far,Tom Cleverley,Abdoulaye Doucouré,Etienne Capoue,Andre Gray,Isaac  Ajayi Success,Heurelho da Silva Gomes,José Holebas,Craig Cathcart,Ken Sema,Domingos Quina,Troy Deeney,Gerard Deulofeu Lázaro,Paul Tierney,Edward Smart,Adrian Holmes,Chris Kavanagh
85,09.03.2019,Cardiff City,West Ham United,Neil Leonard Dula Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Écuélé Manga,Aron Einar Gunnarsson,Víctor Camarasa Ferrando,Josh Murphy,Harry Arter,David Junior Hoilett,El-Hadji Baye Oumar Niasse,Alex Smithies,Callum Paterson,Bobby Reid,Kadeem Harris,Joe Ralls,Leandro Bacuna,Kenneth Dahrup Zohorè,Łukasz Fabiański,Issa Diop,Ryan Fredericks,Aaron Cresswell,Angelo Obinze Ogbonna,Mark Noble,Declan Rice,Felipe  Anderson Pereira Gomes,Robert Snodgrass,Manuel Lanzini,Javier Hernández Balcázar,Adrián San Miguel del Castillo,Fabián Cornelio Balbuena González,Arthur Masuaku,Pedro  Mba Obiang Avomo,Samir Nasri,Michail Antonio,Marko Arnautović,Graham Scott,Neil Davies,Derek Eaton,Andy Madley
86,09.03.2019,Huddersfield Town,AFC Bournemouth,Jonas Lössl,Mathias Jattah-Njie Jørgensen,Christopher Schindler,Erik Durm,Jon Gorenc Stankovič,Juninho Bacuna,Philip Billing,Aaron Mooy,Alex  Pritchard,Steve Mounié,Elias Kachunga,Ben Hamer,Florent Hadërgjonaj,Chris Löwe,Jason Puncheon,Matty Daly,Aaron Rowe,Karlan Ahearne-Grant,Artur Boruc,Charlie Daniels,Nathan Aké,Adam Smith,Chris Mepham,Ryan Fraser,Jefferson Andrés Lerma Solís,Andrew Surman,David Brooks,Callum Wilson,Joshua King,Asmir Begović,Nathaniel Edwin Clyne,Jack Simpson,Diego Rico Salguero,Lys Mousset,Dominic Solanke,Sam Surridge,Anthony Taylor,Gary Beswick,Adam Nunn,Andre Marriner
87,09.03.2019,Leicester City,Fulham,Kasper Schmeichel,Jonny Evans,Ricardo Domingos Barbosa Pereira,Ben Chilwell,Harry Maguire,Onyinye Wilfred Ndidi,Youri Tielemans,Demarai Gray,Harvey Lewis Barnes,James Maddison,Jamie Vardy,Danny Ward,Christian Fuchs,Wes Morgan,Nampalys Mendy,Rachid Ghezzal,Kelechi Promise Iheanacho,Shinji Okazaki,Sergio Rico González,Håvard Nordtveit,Denis Odoi,Tim Ream,Joe  Bryan,Calum Chambers,Kouassi Ryan Sessegnon,Tom Cairney,Kevin McDonald,Ryan Guno Babel,Aleksandar Mitrović,Fabricio Martín Agosto Ramírez,Maxime Le Marchand,Cyrus Christie,André-Frank Zambo Anguissa,Jean Michaël Seri,Luciano Vietto,Floyd Ayité,David Coote,Stephen Child,Simon Long,Martin Atkinson
88,09.03.2019,Newcastle United,Everton,Martin Dúbravka,Jamaal Lascelles,DeAndre Yedlin,Fabian Lukas Schär,Florian Lejeune,Matt Ritchie,Sung-Yeung Ki,Isaac Hayden,Miguel Ángel Almirón Rejala,Ayoze Pérez Gutiérrez,José Salomón Rondón Giménez,Karl Darlow,Javier Manquillo Gaitán,Paul Dummett,Jonjo Shelvey,Robert Kenedy Nunes do Nascimento,Mohamed Diamé,José Luis Sanmartín Mato,Jordan Pickford,Kurt Happy Zouma,Michael Keane,Lucas Digne,Jonjoe Kenny,Idrissa Gana Gueye,Gylfi Þór Sigurðsson,André Filipe Tavares Gomes,Bernard  Anício Caldeira Duarte,Richarlison de Andrade,Dominic Calvert-Lewin,Maarten Stekelenburg,Yerry Fernando Mina González,Morgan Schneiderlin,Tom Davies,Theo  Walcott,Cenk Tosun,Ademola Lookman,Lee Mason,Harry Lennard,Constantine Hatzidakis,Mike Dean
89,09.03.2019,Southampton,Tottenham Hotspur,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Jan Bednarek,Ryan Bertrand,Yan Valery,Oriol Romeu Vidal,Pierre-Emile Højbjerg,Nathan Redmond,James  Ward-Prowse,Charlie Austin,Alex McCarthy,Matt Targett,Jack Stephens,Joshua Sims,Stuart Armstrong,Callum Slattery,Shane  Long,Hugo Lloris,Kyle Walker-Peters,Jan Vertonghen,Danny Rose,Davinson Sánchez Mina,Bamidele Alli,Lucas Rodrigues Moura da Silva,Christian  Dannemann Eriksen,Eric Dier,Moussa Sissoko,Harry Kane,Paulo Dino Gazzaniga,Ben Davies,Juan Marcos Foyth,Erik Lamela,Victor Wanyama,Heung-Min Son,Fernando Llorente Torres,Kevin Friend,Matthew Wilkes,Simon Beck,Lee Probert
90,09.03.2019,Crystal Palace,Brighton & Hove Albion,Vicente Guaita Panadero,Patrick  van Aanholt,Scott Dann,Aaron Wan-Bissaka,James Tomkins,Jeffrey  Schlupp,Luka Milivojević,James McArthur,Andros Townsend,Michy Batshuayi Tunga,Wilfried Zaha,Julián Speroni,Martin Kelly,Joel Ward,Max  Meyer,Cheikhou Kouyaté,Christian Benteke Liolo,Jordan Ayew,Mathew Ryan,Lewis Dunk,Shane Duffy,Bernardo Fernandes da Silva Junior,Martín Montoya Torralbo,Dale Stephens,Yves Bissouma,Davy Pröpper,Anthony Knockaert,Alireza Jahanbakhsh,Glenn Murray,David Button,Gaëtan Bong Songo,Dan Burn,Solomon March,Beram Kayal,José Heriberto Izquierdo Mena,Jürgen Locadia,Craig Pawson,Lee Betts,Daniel Cook,Stuart Attwell
91,03.03.2019,Everton,Liverpool,Jordan Pickford,Kurt Happy Zouma,Lucas Digne,Séamus Coleman,Michael Keane,Morgan Schneiderlin,Bernard  Anício Caldeira Duarte,Idrissa Gana Gueye,Gylfi Þór Sigurðsson,Theo  Walcott,Dominic Calvert-Lewin,Maarten Stekelenburg,Jonjoe Kenny,Phil Jagielka,Tom Davies,André Filipe Tavares Gomes,Cenk Tosun,Richarlison de Andrade,Alisson Ramsés Becker,Joël Andre Job Matip,Trent Alexander-Arnold,Virgil van Dijk,Andrew Robertson,Jordan Brian Henderson,Fábio Henrique Tavares,Georginio Wijnaldum,Divock Okoth Origi,Sadio Mané,Mohamed  Salah Ghaly,Simon Mignolet,James Philip Milner,Adam David Lallana,Naby Deco Keïta,Xherdan Shaqiri,Daniel Andre Sturridge,Roberto Firmino Barbosa de Oliveira,Martin Atkinson,Stephen Child,Lee Betts,Paul Tierney
92,03.03.2019,Fulham,Chelsea,Sergio Rico González,Håvard Nordtveit,Tim Ream,Joe  Bryan,Denis Odoi,Calum Chambers,Kevin McDonald,Tom Cairney,Kouassi Ryan Sessegnon,Ryan Guno Babel,Aleksandar Mitrović,Fabricio Martín Agosto Ramírez,Maxime Le Marchand,Cyrus Christie,Jean Michaël Seri,André-Frank Zambo Anguissa,Floyd Ayité,Luciano Vietto,Kepa Arrizabalaga Revuelta,Andreas Christensen,César Azpilicueta Tanco,Emerson Palmieri dos Santos,Antonio Rüdiger,N'Golo Kanté,Ross Barkley,Jorge Luiz Frello Filho,Willian Borges da Silva,Gonzalo Gerardo Higuaín,Eden Hazard,Wilfredo Daniel Caballero,David Luiz Moreira Marinho,Mateo Kovačić,Ruben Loftus-Cheek,Olivier Giroud,Callum Hudson-Odoi,Pedro Eliezer Rodríguez Ledesma,Graham Scott,Mick McDonough,Neil Davies,David Coote
93,03.03.2019,Watford,Leicester City,Ben Foster,Daryl Janmaat,Adrian Mariappa,Craig Cathcart,José Holebas,Roberto Maximiliano Pereyra,Will Hughes,Abdoulaye Doucouré,Etienne Capoue,Gerard Deulofeu Lázaro,Troy Deeney,Heurelho da Silva Gomes,Christian Kabasele,Adam Masina,Tom Cleverley,Domingos Quina,Andre Gray,Isaac  Ajayi Success,Kasper Schmeichel,Jonny Evans,Harry Maguire,Wes Morgan,Ben Chilwell,Ricardo Domingos Barbosa Pereira,Onyinye Wilfred Ndidi,Youri Tielemans,James Maddison,Harvey Lewis Barnes,Jamie Vardy,Danny Ward,Christian Fuchs,Caglar Söyüncü,Nampalys Mendy,Rachid Ghezzal,Demarai Gray,Kelechi Promise Iheanacho,Jonathan Moss,Marc Perry,Andy Halliday,Simon Hooper
94,02.03.2019,West Ham United,Newcastle United,Łukasz Fabiański,Angelo Obinze Ogbonna,Issa Diop,Aaron Cresswell,Ryan Fredericks,Manuel Lanzini,Robert Snodgrass,Mark Noble,Felipe  Anderson Pereira Gomes,Declan Rice,Javier Hernández Balcázar,Adrián San Miguel del Castillo,Arthur Masuaku,Pedro  Mba Obiang Avomo,Michail Antonio,Samir Nasri,Lucas Pérez Martínez,Marko Arnautović,Martin Dúbravka,Jamaal Lascelles,Florian Lejeune,Javier Manquillo Gaitán,Fabian Lukas Schär,Matt Ritchie,Sean Longstaff,Miguel Ángel Almirón Rejala,Isaac Hayden,Ayoze Pérez Gutiérrez,José Salomón Rondón Giménez,Karl Darlow,Paul Dummett,DeAndre Yedlin,Mohamed Diamé,Sung-Yeung Ki,Christian  Atsu Twasam,Yoshinori Muto,Chris Kavanagh,Daniel Cook,Simon Bennett,Graham Scott
95,02.03.2019,AFC Bournemouth,Manchester City,Artur Boruc,Nathaniel Edwin Clyne,Adam Smith,Chris Mepham,Nathan Aké,Jack Simpson,Charlie Daniels,David Brooks,Ryan Fraser,Andrew Surman,Joshua King,Asmir Begović,Diego Rico Salguero,Dan Gosling,Kyle Taylor,Jordon  Ibe,Sam Surridge,Lys Mousset,Ederson Santana de Moraes,Kyle Walker,John Stones,Nicolás Hernán Otamendi,Oleksandr Zinchenko,David Josué Jiménez Silva,İlkay Gündoğan,Kevin De Bruyne,Bernardo Mota Veiga de Carvalho e Silva,Sergio Leonel Agüero del Castillo,Raheem Shaquille Sterling,Arijanet Murić,Danilo Luiz da Silva,Vincent Kompany,Riyad Mahrez,Philip Foden,Gabriel Fernando de Jesus,Leroy Sané,Kevin Friend,Matthew Wilkes,Adrian Holmes,David Coote
96,02.03.2019,Brighton & Hove Albion,Huddersfield Town,Mathew Ryan,Lewis Dunk,Shane Duffy,Martín Montoya Torralbo,Bernardo Fernandes da Silva Junior,Davy Pröpper,Dale Stephens,Yves Bissouma,Anthony Knockaert,Glenn Murray,Alireza Jahanbakhsh,David Button,Dan Burn,Gaëtan Bong Songo,Beram Kayal,Solomon March,Florin Andone,José Heriberto Izquierdo Mena,Jonas Lössl,Christopher Schindler,Terence Kongolo,Erik Durm,Jon Gorenc Stankovič,Juninho Bacuna,Jonathan Hogg,Philip Billing,Alex  Pritchard,Karlan Ahearne-Grant,Steve Mounié,Ben Hamer,Mathias Jattah-Njie Jørgensen,Florent Hadërgjonaj,Chris Löwe,Matty Daly,Aaron Mooy,Elias Kachunga,Mike Dean,Darren Cann,Daniel Robathan,Simon Hooper
97,02.03.2019,Burnley,Crystal Palace,Tom Heaton,James  Tarkowski,Ben Mee,Phil Bardsley,Charlie Taylor,Jeff Hendrick,Ashley Westwood,Jack Cork,Dwight McNeil,Ashley Barnes,Chris Wood,Joe Hart,Ben Gibson,Matthew Lowton,Robbie Brady,Johann  Berg Guðmunds­son,Peter Crouch,Matěj Vydra,Wayne  Hennessey,Scott Dann,Patrick  van Aanholt,Aaron Wan-Bissaka,James Tomkins,Jeffrey  Schlupp,Cheikhou Kouyaté,Max  Meyer,Luka Milivojević,Michy Batshuayi Tunga,Wilfried Zaha,Vicente Guaita Panadero,Joel Ward,Martin Kelly,Andros Townsend,James McArthur,Jordan Ayew,Christian Benteke Liolo,Lee Probert,Simon Beck,Andy Garratt,Robert Jones
98,02.03.2019,Manchester United,Southampton,David de Gea Quintana,Luke Shaw,Chris Smalling,Victor Nilsson Lindelöf,Ashley Young,Paul Pogba,Andreas Hoelgebaum Pereira,Scott McTominay,Alexis Alejandro Sánchez Sánchez,Marcus Rashford,Romelu Lukaku Menama,Lee Grant,Eric Bertrand  Bailly,Faustino Marcos Alberto Rojo,José Diogo Dalot Teixeira,Frederico Rodrigues Santos,Angel Gomes,Tahith Chong,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Jan Bednarek,Ryan Bertrand,Yan Valery,Oriol Romeu Vidal,James  Ward-Prowse,Pierre-Emile Højbjerg,Nathan Redmond,Charlie Austin,Alex McCarthy,Jack Stephens,Matt Targett,Mohamed Elyounoussi,Stuart Armstrong,Callum Slattery,Sam Gallagher,Stuart Attwell,Constantine Hatzidakis,Richard West,Martin Atkinson
99,02.03.2019,Wolverhampton Wanderers,Cardiff City,John Ruddy,Conor  Coady,Willy Boly,Ryan Bennett,Rúben Gonçalo Silva Nascimento Vinagre,Romain Saïss,Leander Dendoncker,Diogo José Teixeira da Silva,Morgan Gibbs-White,Adama Traoré Diarra,Raúl Alonso Jiménez Rodríguez,Will Norris,Matt Doherty,Jonathan Castro Otto,Rúben Diogo Da Silva Neves,João Filipe Iria Santos Moutinho,Hélder Wander Sousa Azevedo Costa,Ivan Ricardo Neves Abreu Cavaleiro,Neil Leonard Dula Etheridge,Souleymane Bamba,Lee Peltier,Sean Morrison,Joe Bennett,Víctor Camarasa Ferrando,Bobby Reid,Aron Einar Gunnarsson,Joe Ralls,Kenneth Dahrup Zohorè,El-Hadji Baye Oumar Niasse,Alex Smithies,Callum Paterson,Bruno Écuélé Manga,Harry Arter,Leandro Bacuna,Kadeem Harris,Rhys Healey,Andre Marriner,Scott Ledger,Simon Long,Peter Bankes
100,02.03.2019,Tottenham Hotspur,Arsenal,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez Mina,Kieran Trippier,Danny Rose,Moussa Sissoko,Victor Wanyama,Christian  Dannemann Eriksen,Heung-Min Son,Harry Kane,Paulo Dino Gazzaniga,Serge Aurier,Ben Davies,Erik Lamela,Oliver Skipp,Lucas Rodrigues Moura da Silva,Fernando Llorente Torres,Bernd Leno,Sokratis Papastathopoulos,Ignacio Monreal Eraso,Laurent Koscielny,Shkodran Mustafi,Aaron Ramsey,Granit Xhaka,Alex Iwobi,Mattéo Guendouzi Olié,Henrikh Mkhitaryan,Alexandre Lacazette,Petr Čech,Sead Kolašinac,Lucas Torreira Di Pascua,Ainsley Maitland-Niles,Denis Suárez Fernández,Mesut Özil,Pierre-Emerick Aubameyang,Anthony Taylor,Gary Beswick,Adam Nunn,Jonathan Moss
101,27.02.2019,Crystal Palace,Manchester United,Vicente Guaita Panadero,Patrick  van Aanholt,James Tomkins,Martin Kelly,Joel Ward,Jeffrey  Schlupp,Luka Milivojević,James McArthur,Andros Townsend,Wilfried Zaha,Michy Batshuayi Tunga,Wayne  Hennessey,Scott Dann,Jaïro Riedewald,Max  Meyer,Cheikhou Kouyaté,Jordan Ayew,Christian Benteke Liolo,David de Gea Quintana,Chris Smalling,Ashley Young,Luke Shaw,Victor Nilsson Lindelöf,José Diogo Dalot Teixeira,Frederico Rodrigues Santos,Paul Pogba,Scott McTominay,Alexis Alejandro Sánchez Sánchez,Romelu Lukaku Menama,Sergio Germán Romero,Faustino Marcos Alberto Rojo,Eric Bertrand  Bailly,Andreas Hoelgebaum Pereira,James Garner,Marcus Rashford,Tahith Chong,Martin Atkinson,Lee Betts,Harry Lennard,David Coote
102,27.02.2019,Chelsea,Tottenham Hotspur,Wilfredo Daniel Caballero,Marcos  Alonso Mendoza,David Luiz Moreira Marinho,Antonio Rüdiger,César Azpilicueta Tanco,N'Golo Kanté,Jorge Luiz Frello Filho,Mateo Kovačić,Eden Hazard,Gonzalo Gerardo Higuaín,Pedro Eliezer Rodríguez Ledesma,Kepa Arrizabalaga Revuelta,Andreas Christensen,Ross Barkley,Ruben Loftus-Cheek,Olivier Giroud,Callum Hudson-Odoi,Willian Borges da Silva,Hugo Lloris,Ben Davies,Kieran Trippier,Toby Alderweireld,Davinson Sánchez Mina,Erik Lamela,Christian  Dannemann Eriksen,Harry Winks,Moussa Sissoko,Heung-Min Son,Harry Kane,Paulo Dino Gazzaniga,Danny Rose,Juan Marcos Foyth,Serge Aurier,Victor Wanyama,Lucas Rodrigues Moura da Silva,Fernando Llorente Torres,Andre Marriner,Scott Ledger,Simon Long,Kevin Friend
103,27.02.2019,Liverpool,Watford,Alisson Ramsés Becker,Joël Andre Job Matip,Virgil van Dijk,Andrew Robertson,Trent Alexander-Arnold,Fábio Henrique Tavares,Georginio Wijnaldum,James Philip Milner,Divock Okoth Origi,Sadio Mané,Mohamed  Salah Ghaly,Simon Mignolet,Adam David Lallana,Rafael Euclides Soares Camacho,Jordan Brian Henderson,Naby Deco Keïta,Daniel Andre Sturridge,Xherdan Shaqiri,Ben Foster,Adam Masina,Daryl Janmaat,Craig Cathcart,Adrian Mariappa,Roberto Maximiliano Pereyra,Etienne Capoue,Will Hughes,Abdoulaye Doucouré,Gerard Deulofeu Lázaro,Troy Deeney,Heurelho da Silva Gomes,Christian Kabasele,Marc Navarro Ceciliano,Tom Cleverley,Ken Sema,Domingos Quina,Andre Gray,Graham Scott,Marc Perry,Mick McDonough,Lee Mason
104,27.02.2019,Manchester City,West Ham United,Ederson Santana de Moraes,Nicolás Hernán Otamendi,Danilo Luiz da Silva,Vincent Kompany,Oleksandr Zinchenko,Kevin De Bruyne,David Josué Jiménez Silva,İlkay Gündoğan,Riyad Mahrez,Sergio Leonel Agüero del Castillo,Leroy Sané,Arijanet Murić,Kyle Walker,Philippe Sandler,Benjamin Mendy,Bernardo Mota Veiga de Carvalho e Silva,Philip Foden,Raheem Shaquille Sterling,Łukasz Fabiański,Issa Diop,Ryan Fredericks,Angelo Obinze Ogbonna,Benjamin Johnson,Declan Rice,Michail Antonio,Pedro  Mba Obiang Avomo,Samir Nasri,Felipe  Anderson Pereira Gomes,Andy Carroll,Adrián San Miguel del Castillo,Pablo Javier Zabaleta Girod,Mark Noble,Grady Diangana,Robert Snodgrass,Manuel Lanzini,Javier Hernández Balcázar,Stuart Attwell,Stuart Burt,Constantine Hatzidakis,Mike Dean
105,27.02.2019,Arsenal,AFC Bournemouth,Bernd Leno,Laurent Koscielny,Ignacio Monreal Eraso,Sokratis Papastathopoulos,Carl Jenkinson,Sead Kolašinac,Lucas Torreira Di Pascua,Mattéo Guendouzi Olié,Henrikh Mkhitaryan,Mesut Özil,Pierre-Emerick Aubameyang,Petr Čech,Shkodran Mustafi,Alex Iwobi,Denis Suárez Fernández,Aaron Ramsey,Mohamed Naser Elsayed Elneny,Alexandre Lacazette,Artur Boruc,Adam Smith,Nathan Aké,Chris Mepham,Nathaniel Edwin Clyne,Andrew Surman,Dan Gosling,Jordon  Ibe,Ryan Fraser,Lys Mousset,Joshua King,Asmir Begović,Charlie Daniels,Diego Rico Salguero,Jack Simpson,David Brooks,Kyle Taylor,Sam Surridge,Chris Kavanagh,Daniel Cook,Daniel Robathan,Jonathan Moss
